RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a1_x4,a1_x5,a1_x6,a1_x7,a1_x8,a2_x1,a3_x2,a2_x3,a2_x4,a2_x5,a2_x6,a2_x7,a2_x8
,,,,,,,,,,,,,,,,,,,,
1673,30,3,3,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1673,9,4,4,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1673,7,5,5,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
1670,13,1,1,1,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
1670,28,2,2,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
1670,14,3,3,1,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
1670,17,4,4,1,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
1670,23,5,5,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
1675,15,1,1,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
1675,16,2,2,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1675,20,3,3,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
1675,30,4,4,2,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1675,19,5,5,1,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
1674,12,1,1,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
1674,25,2,2,1,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
1674,11,3,3,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
1674,18,4,4,1,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
1674,10,5,5,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
1676,9,1,1,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1676,21,2,2,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
1676,22,3,3,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
1676,8,4,4,2,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
1676,6,5,5,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
1678,26,1,1,1,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1678,3,2,2,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
1678,29,3,3,1,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1678,2,4,4,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
1678,1,5,5,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1677,13,1,1,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
1677,5,2,2,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
1677,24,3,3,1,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
1677,4,4,4,2,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
1677,27,5,5,2,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
1680,16,1,1,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1680,15,2,2,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
1680,20,3,3,2,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
1680,19,4,4,2,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
1680,14,5,5,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
1681,13,1,1,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
1681,17,2,2,2,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
1681,12,3,3,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
1681,18,4,4,1,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
1681,11,5,5,1,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
1683,10,1,1,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
1683,24,2,2,2,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
1683,25,3,3,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
1683,7,4,4,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
1683,23,5,5,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
1679,21,1,1,1,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
1679,10,2,2,2,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
1679,22,3,3,2,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
1679,9,4,4,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1679,23,5,5,2,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
1686,8,1,1,2,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
1686,24,2,2,1,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
1686,25,3,3,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
1686,6,4,4,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
1686,26,5,5,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1688,27,1,1,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
1688,4,2,2,2,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
1688,28,3,3,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
1688,29,4,4,1,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1688,2,5,5,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
1687,7,1,1,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
1687,5,2,2,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
1687,3,3,3,1,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
1687,30,4,4,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1687,1,5,5,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1690,16,1,1,2,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1690,14,2,2,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
1690,18,3,3,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
1690,13,4,4,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
1690,19,5,5,2,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
1692,25,1,1,1,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
1692,24,2,2,2,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
1692,8,3,3,1,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
1692,29,4,4,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1692,30,5,5,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1691,23,1,1,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
1691,22,2,2,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
1691,3,3,3,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
1691,10,4,4,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
1691,21,5,5,1,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
1694,7,1,1,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
1694,5,2,2,1,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
1694,27,3,3,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
1694,26,4,4,1,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1694,9,5,5,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1695,6,1,1,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
1695,1,2,2,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1695,4,3,3,1,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
1695,28,4,4,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
1695,2,5,5,2,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
1698,26,1,1,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1698,14,2,2,1,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
1698,21,3,3,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
1698,6,4,4,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
1698,22,5,5,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
1697,17,1,1,2,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
1697,20,2,2,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
1697,28,3,3,2,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
1697,7,4,4,1,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
1697,18,5,5,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
1696,19,1,1,1,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
1696,15,2,2,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
1696,13,3,3,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
1696,9,4,4,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1696,16,5,5,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1699,1,1,1,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1699,23,2,2,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
1699,29,3,3,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1699,11,4,4,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
1699,10,5,5,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
1700,12,1,1,1,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
1700,25,2,2,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
1700,8,3,3,1,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
1700,5,4,4,1,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
1700,24,5,5,2,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
1701,30,1,1,2,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1701,4,2,2,1,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
1701,3,3,3,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
1701,27,4,4,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
1701,2,5,5,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
1702,19,1,1,2,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
1702,15,2,2,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
1702,20,3,3,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
1702,16,4,4,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1702,28,5,5,2,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
1703,13,1,1,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
1703,14,2,2,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
1703,10,3,3,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
1703,26,4,4,1,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1703,12,5,5,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
1661,22,1,1,2,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
1661,23,2,2,2,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
1661,24,3,3,,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
1657,21,1,1,,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
1662,20,1,1,,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
1706,17,1,1,1,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
1706,11,2,2,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
1706,18,3,3,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
1706,15,4,4,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
1706,20,5,5,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
1707,11,1,1,1,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
1707,17,2,2,2,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
1707,9,3,3,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1707,8,4,4,1,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
1707,21,5,5,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
1708,6,1,1,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
1708,12,2,2,1,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
1708,5,3,3,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
1708,22,4,4,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
1708,4,5,5,1,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
1710,6,1,1,1,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
1710,12,2,2,1,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
1710,5,3,3,1,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
1710,22,4,4,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
1710,4,5,5,2,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
1709,27,1,1,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
1709,29,2,2,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1709,3,3,3,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
1709,30,4,4,2,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1709,2,5,5,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
1711,1,1,1,1,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1711,17,2,2,2,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
1711,20,3,3,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
1711,16,4,4,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1711,15,5,5,2,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
1712,14,1,1,1,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
1712,18,2,2,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
1712,13,3,3,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
1712,19,4,4,1,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
1712,12,5,5,1,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
1713,11,1,1,1,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
1713,21,2,2,1,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
1713,22,3,3,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
1713,8,4,4,2,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
1713,23,5,5,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
1714,9,1,1,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1714,28,2,2,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
1714,7,3,3,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
1714,30,4,4,2,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1714,5,5,5,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
1715,24,1,1,1,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
1715,25,2,2,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
1715,26,3,3,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1715,3,4,4,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
1715,27,5,5,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
1716,2,1,1,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
1716,1,2,2,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1716,29,3,3,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1716,17,4,4,2,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
1716,6,5,5,1,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
1718,15,1,1,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
1718,4,2,2,2,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
1718,16,3,3,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1718,2,4,4,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
1718,3,5,5,1,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
1720,20,1,1,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
1720,9,2,2,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1720,28,3,3,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
1720,21,4,4,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
1720,13,5,5,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
1721,23,1,1,2,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
1721,1,2,2,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1721,25,3,3,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
1721,10,4,4,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
1721,29,5,5,1,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1722,11,1,1,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
1722,26,2,2,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1722,24,3,3,2,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
1722,30,4,4,2,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1722,27,5,5,2,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
1723,12,1,1,1,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
1723,3,2,2,1,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
1723,25,3,3,1,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
