RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a1_x4,a1_x5,a1_x6,a1_x7,a1_x8,a2_x1,a3_x2,a2_x3,a2_x4,a2_x5,a2_x6,a2_x7,a2_x8
2733,16,2,2,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2733,3,3,3,1,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2733,17,4,4,1,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2733,19,5,5,1,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2734,18,1,1,1,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2734,1,2,2,1,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2734,30,3,3,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2734,29,4,4,1,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2734,8,5,5,1,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2735,26,1,1,1,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2735,5,2,2,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2735,25,3,3,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2735,23,4,4,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2735,4,5,5,2,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2677,1,1,1,,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2678,10,1,1,,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2736,10,1,1,2,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2736,27,2,2,2,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2736,24,3,3,2,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2736,21,4,4,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2736,20,5,5,2,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2739,20,1,1,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2739,14,2,2,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2739,6,3,3,1,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2739,12,4,4,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2739,13,5,5,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2740,9,1,1,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2740,17,2,2,2,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2740,10,3,3,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2740,11,4,4,1,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2740,27,5,5,2,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2741,7,1,1,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2741,24,2,2,1,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2741,28,3,3,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2741,3,4,4,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2741,21,5,5,1,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2744,22,1,1,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2744,6,2,2,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2744,29,3,3,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2744,13,4,4,1,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2744,20,5,5,2,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2747,5,1,1,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2747,14,2,2,1,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2747,30,3,3,2,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2747,1,4,4,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2747,16,5,5,2,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2750,28,1,1,2,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2750,10,2,2,2,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2750,19,3,3,2,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2750,11,4,4,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2750,12,5,5,1,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2746,9,1,1,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2746,7,2,2,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2746,22,3,3,2,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2746,2,4,4,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2746,26,5,5,1,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2752,24,1,1,2,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2752,14,2,2,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2752,30,3,3,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2752,20,4,4,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2752,15,5,5,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2754,6,1,1,1,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2754,4,2,2,2,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2754,11,3,3,1,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2754,10,4,4,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2754,27,5,5,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2756,12,1,1,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2756,24,2,2,2,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2756,8,3,3,2,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2756,6,4,4,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2756,1,5,5,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2753,5,1,1,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2753,9,2,2,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2753,26,3,3,1,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2753,13,4,4,1,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2753,20,5,5,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2758,14,1,1,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2758,15,2,2,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2758,7,3,3,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2758,17,4,4,2,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2758,2,5,5,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2751,27,1,1,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2751,23,2,2,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2751,8,3,3,1,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2751,1,4,4,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2751,13,5,5,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2757,3,1,1,1,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2757,16,2,2,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2757,22,3,3,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2757,21,4,4,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2757,28,5,5,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2749,5,1,1,1,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2749,25,2,2,1,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2749,16,3,3,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2749,4,4,4,1,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2749,30,5,5,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2761,4,1,1,2,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2761,18,2,2,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2761,10,3,3,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2761,27,4,4,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2761,26,5,5,1,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2755,29,1,1,1,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2755,23,2,2,2,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2755,19,3,3,2,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2755,18,4,4,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2755,25,5,5,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2762,7,1,1,1,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2762,6,2,2,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2762,13,3,3,1,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2762,25,4,4,1,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2762,2,5,5,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2760,9,1,1,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2760,1,2,2,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2760,5,3,3,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2760,28,4,4,2,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2760,17,5,5,2,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2759,24,1,1,1,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2759,23,2,2,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2759,12,3,3,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2759,19,4,4,1,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2759,29,5,5,1,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2745,19,1,1,2,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2745,15,2,2,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2745,2,3,3,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2745,21,4,4,1,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2745,18,5,5,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2763,11,1,1,1,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2763,14,2,2,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2763,15,3,3,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2763,22,4,4,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2763,21,5,5,1,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2765,20,1,1,2,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2765,16,2,2,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2765,8,3,3,2,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2765,3,4,4,1,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2765,10,5,5,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2764,30,1,1,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2764,8,2,2,1,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2764,24,3,3,2,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2764,25,4,4,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2764,22,5,5,2,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2766,23,1,1,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2766,4,2,2,1,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2766,9,3,3,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2766,3,4,4,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2766,11,5,5,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2767,12,1,1,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2767,13,2,2,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2767,28,3,3,2,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2767,1,4,4,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2767,7,5,5,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2769,27,1,1,2,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2769,26,2,2,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2769,21,3,3,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2769,20,4,4,2,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2769,14,5,5,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2770,29,1,1,1,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2770,6,2,2,1,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2770,19,3,3,1,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2770,2,4,4,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2770,5,5,5,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2771,16,1,1,2,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2771,17,2,2,1,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2771,30,3,3,2,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2771,18,4,4,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2771,15,5,5,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2773,11,1,1,1,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2773,13,2,2,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2773,3,3,3,1,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2773,24,4,4,2,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2773,18,5,5,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2768,16,1,1,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2768,12,2,2,1,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2768,14,3,3,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2768,7,4,4,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2768,9,5,5,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2774,23,1,1,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2774,6,2,2,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2774,15,3,3,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2774,2,4,4,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2774,19,5,5,1,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2772,8,1,1,2,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2772,10,2,2,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2772,20,3,3,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2772,4,4,4,2,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2772,25,5,5,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2776,27,1,1,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2776,22,2,2,2,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2776,5,3,3,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2776,29,4,4,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2776,1,5,5,1,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2775,26,1,1,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2775,21,2,2,1,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2775,17,3,3,1,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2775,28,4,4,2,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2775,30,5,5,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2777,20,1,1,2,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2777,24,2,2,2,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2777,8,3,3,2,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2777,26,4,4,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2777,18,5,5,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2778,7,1,1,1,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2778,9,2,2,1,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2778,4,3,3,2,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2778,19,4,4,2,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2778,1,5,5,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2779,27,1,1,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2779,11,2,2,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2779,12,3,3,1,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2779,28,4,4,2,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2779,10,5,5,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2780,13,1,1,1,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2780,6,2,2,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2780,14,3,3,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2780,29,4,4,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2780,22,5,5,2,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2781,25,1,1,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
