"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_spatial_1",0.0144795726094642,0.0122616520616117,1.18088268503364,0.0154581654118957,0.936694117551728
"b_temporal_1",0.0334816789458457,0.0391582332678234,0.855035484283654,0.0509610470589062,0.657005318339398
"b_drtpattern_1",-0.388356160654097,0.263464565001226,-1.47403564745904,0.324510966642584,-1.19674279323149
"b_waiting_1",-0.00230182442205672,0.00432068964925223,-0.532744679418271,0.00623153369729649,-0.369383290514075
"b_discount_1",0.00484961556489487,0.00335520483482634,1.44540074410863,0.00342753700990795,1.4148980888831
"b_compensation_1",0.118848978094651,0.108851193357922,1.09184818676131,0.0896237125249774,1.32608854003375
"b_price_1",-0.0317552865306004,0.00506444720571907,-6.27023744955629,0.00524269336603443,-6.05705585154604
"b_spatial_2",0.0122570821170599,0.00401694850072458,3.05134161288077,0.00435268409167891,2.8159824740077
"b_temporal_2",0.0889770550112314,0.0113451592914351,7.84273298642919,0.0125819513851909,7.07180089059623
"b_drtpattern_2",0.30203488839426,0.0666843433024869,4.52932237818102,0.0753079667773648,4.01066316512268
"b_waiting_2",-0.00971882661192477,0.00107243007295833,-9.06243386584178,0.00110280058327958,-8.81285951356888
"b_discount_2",0.00448396892064341,0.00119660496807267,3.74724244030642,0.00121559487650884,3.68870337255884
"b_compensation_2",0.0513209180552999,0.0430832114709016,1.19120456212885,0.040391120033042,1.27059903298836
"b_price_2",-0.00643270619909874,0.00105714374335394,-6.08498724940666,0.0012709816600205,-5.06121087458886
"delta_1",0,NA,NA,NA,NA
"delta_2",0.663836421534125,0.207169725963924,3.20431191596848,0.247557977752656,2.68153919966735
